,UMAP1,UMAP2,Cluster
ME1/ABEC0041.WEC0020040,2.8464012,2.783877,Cluster 3
ME1/ABEC0041.WEC0020041,2.7570841,3.002378,Cluster 3
ME1/ABEC0041.WEC0020042,2.7586417,3.1267335,Cluster 3
ME1/ABEC0041.WEC0020043,2.7254124,3.0065215,Cluster 3
ME1/ABEC0041.WEC0020044,2.8059566,2.884653,Cluster 3
ME1/ABEC0041.WEC0020045,2.7304866,2.9931974,Cluster 3
ME1/ABEC0041.WEC0020046,2.701972,2.813868,Cluster 3
ME1/ABEC0041.WEC0020047,2.7712505,2.980231,Cluster 3
ME1/ABEC0041.WEC0020048,2.6499743,3.3534489,Cluster 3
ME1/ABEC0041.WEC0020049,2.9088616,3.0138211,Cluster 3
ME1/ABEC0041.WEC0020050,2.5575502,2.9986594,Cluster 3
ME1/ABEC0041.WEC0020051,2.6568246,2.9894428,Cluster 3
ME1/ABEC0041.WEC0020052,2.8095918,2.8822343,Cluster 3
ME1/ABEC0041.WEC0020053,2.6485975,2.8684301,Cluster 3
ME1/ABEC0041.WEC0020054,2.520548,2.97716,Cluster 3
ME1/ABEC0041.WEC0020055,2.5266254,2.8432899,Cluster 3
ME1/ABEC0041.WEC0020056,2.5679722,2.9257505,Cluster 3
ME1/ABEC0041.WEC0020057,2.3714805,2.9835339,Cluster 3
ME1/ABEC0041.WEC0020058,2.514588,3.056428,Cluster 3
ME1/ABEC0041.WEC0020059,2.710587,2.8568506,Cluster 3
ME1/ABEC0041.WEC0020060,2.5009315,3.1025946,Cluster 3
ME1/ABEC0041.WEC0020061,2.6540833,2.9962013,Cluster 3
ME1/ABEC0041.WEC0020062,2.751404,2.8557744,Cluster 3
ME1/ABEC0041.WEC0020064,2.652164,2.9301746,Cluster 3
ME1/ABEC0041.WEC0020065,2.7513602,2.7886517,Cluster 3
ME1/ABEC0041.WEC0020066,2.4846056,2.9102895,Cluster 3
ME1/ABEC0041.WEC0020067,2.6323256,2.7431953,Cluster 3
ME1/ABEC0041.WEC0020068,2.6080408,3.0370903,Cluster 3
ME1/ABEC0041.WEC0020069,2.5762527,2.8569448,Cluster 3
ME1/ABEC0041.WEC0020070,2.5991664,3.1966078,Cluster 3
ME1/ABEC0041.WEC0020071,2.7015886,3.0850239,Cluster 3
ME1/ABEC0041.WEC0020072,2.5510418,2.9753797,Cluster 3
ME1/ABEC0041.WEC0020073,2.6389203,2.8870509,Cluster 3
ME1/ABEC0041.WEC0020075,2.5913398,2.851917,Cluster 3
ME1/ABEC0041.WEC0020076,2.360777,2.9098349,Noise
ME1/ABEC0041.WEC0020077,2.5092137,2.9942272,Cluster 3
ME1/ABEC0041.WEC0020078,2.5058613,2.9149044,Cluster 3
ME1/ABEC0041.WEC0020079,1.9743825,4.630315,Noise
ME1/ABEC0041.WEC0020080,2.5316014,3.0658033,Cluster 3
ME1/ABEC0041.WEC0020081,2.2063644,3.8044493,Cluster 3
ME1/ABEC0041.WEC0020083,2.4108307,3.2288673,Cluster 3
ME1/ABEC0041.WEC0020084,2.5175078,3.0532212,Cluster 3
ME1/ABEC0041.WEC0020085,2.5334737,3.0787652,Cluster 3
ME1/ABEC0041.WEC0020086,2.615645,3.0381966,Cluster 3
ME1/ABEC0041.WEC0020087,2.5478299,3.144446,Cluster 3
ME1/ABEC0041.WEC0020088,2.4212422,3.1468163,Cluster 3
ME1/ABEC0041.WEC0020089,2.645835,2.862237,Cluster 3
ME1/ABEC0041.WEC0020090,2.5240462,3.0833929,Cluster 3
ME1/ABEC0041.WEC0020091,2.2661164,3.1501005,Cluster 3
ME1/ABEC0041.WEC0020092,2.4416568,3.0575604,Cluster 3
ME1/ABEC0041.WEC0020093,2.4111986,2.9904735,Cluster 3
ME1/ABEC0041.WEC0020094,2.3057337,3.6231012,Cluster 3
ME1/ABEC0041.WEC0020095,2.5216532,3.041327,Cluster 3
ME1/ABEC0041.WEC0020097,2.3539042,3.2837727,Cluster 3
ME1/ABEC0041.WEC0020098,2.4752648,3.1633503,Cluster 3
ME1/ABEC0041.WEC0020099,2.5099964,3.072009,Cluster 3
ME1/ABEC0041.WEC0020100,2.4821324,3.0803378,Cluster 3
ME1/ABEC0041.WEC0020101,2.5037065,2.9002502,Cluster 3
ME1/ABEC0041.WEC0020102,2.4089375,3.1336951,Cluster 3
ME1/ABEC0041.WEC0020103,2.4109495,3.0656323,Cluster 3
ME1/ABEC0041.WEC0020104,2.631998,3.2892087,Cluster 3
ME1/ABEC0041.WEC0020105,2.389338,3.1514616,Cluster 3
ME1/ABEC0041.WEC0020106,2.4810722,3.0696526,Cluster 3
ME1/ABEC0041.WEC0020107,2.4624677,3.1448214,Cluster 3
ME1/ABEC0041.WEC0020108,2.4670732,3.2450964,Cluster 3
ME1/ABEC0041.WEC0020109,2.4635773,3.1074388,Cluster 3
ME1/ABEC0041.WEC0020110,2.4921384,3.1218872,Cluster 3
ME1/ABEC0041.WEC0020111,2.4013512,3.1812935,Cluster 3
ME1/ABEC0041.WEC0020112,2.3452635,3.1366696,Cluster 3
ME1/ABEC0041.WEC0020113,2.5255685,3.240479,Cluster 3
ME1/ABEC0041.WEC0020114,2.4000478,3.0890012,Cluster 3
ME1/ABEC0041.WEC0020115,2.4415457,3.108716,Cluster 3
ME1/ABEC0041.WEC0020116,2.5820162,3.2286777,Cluster 3
ME1/ABEC0041.WEC0020117,2.3965392,3.2504997,Cluster 3
ME1/ABEC0041.WEC0020118,2.5619419,3.2190216,Cluster 3
ME1/ABEC0041.WEC0020119,2.4278338,3.2971857,Cluster 3
ME1/ABEC0041.WEC0020120,2.3953028,3.2284577,Cluster 3
ME1/ABEC0041.WEC0020121,2.3728776,3.2747035,Cluster 3
ME1/ABEC0041.WEC0020122,2.1834028,3.4873922,Cluster 3
ME1/ABEC0041.WEC0020123,2.3680441,3.2034843,Cluster 3
ME1/ABEC0041.WEC0020124,2.158758,4.4808493,Cluster 3
ME1/ABEC0041.WEC0020125,2.249785,3.2094278,Cluster 3
ME1/ABEC0041.WEC0020126,2.3063536,3.176703,Cluster 3
ME1/ABEC0041.WEC0020127,2.2886827,3.3022966,Cluster 3
ME1/ABEC0041.WEC0020128,2.340109,3.2785847,Cluster 3
ME1/ABEC0041.WEC0020129,2.3837566,3.199388,Cluster 3
ME1/ABEC0041.WEC0020130,2.0292943,4.5943556,Noise
ME1/ABEC0041.WEC0020132,2.4679608,3.3723407,Cluster 3
ME1/ABEC0041.WEC0020133,2.3716257,3.3194814,Cluster 3
ME1/ABEC0041.WEC0020134,2.287017,3.299646,Cluster 3
ME1/ABEC0041.WEC0020135,2.4455576,3.3325114,Cluster 3
ME1/ABEC0041.WEC0020136,2.402233,3.342586,Cluster 3
ME1/ABEC0041.WEC0020137,1.9376738,7.352113,Noise
ME1/ABEC0041.WEC0020138,2.4935968,3.6417336,Cluster 3
ME1/ABEC0041.WEC0020139,2.3571715,3.4141743,Cluster 3
ME1/ABEC0041.WEC0020140,2.4092453,3.321664,Cluster 3
ME1/ABEC0041.WEC0020141,2.3211892,3.5241685,Cluster 3
ME1/ABEC0041.WEC0020142,2.267961,3.3741198,Cluster 3
ME1/ABEC0041.WEC0020143,2.31996,3.5045033,Cluster 3
ME1/ABEC0041.WEC0020144,2.2642863,3.947271,Cluster 3
ME1/ABEC0041.WEC0020145,2.4255517,3.4488375,Cluster 3
ME1/ABEC0041.WEC0020146,2.3031359,3.5190396,Cluster 3
ME1/ABEC0041.WEC0020147,2.216755,3.420212,Cluster 3
ME1/ABEC0041.WEC0020148,2.4547262,3.335971,Cluster 3
ME1/ABEC0041.WEC0020149,2.3400342,3.3935685,Cluster 3
ME1/ABEC0041.WEC0020150,2.3322887,3.5679774,Cluster 3
ME1/ABEC0041.WEC0020151,2.294056,3.525514,Cluster 3
ME1/ABEC0041.WEC0020153,2.150608,3.5221982,Cluster 3
ME1/ABEC0041.WEC0020154,2.2789207,3.492871,Cluster 3
ME1/ABEC0041.WEC0020155,2.140488,4.112234,Cluster 3
ME1/ABEC0041.WEC0020156,2.2123594,3.7555087,Cluster 3
ME1/ABEC0041.WEC0020158,2.2334197,3.4983075,Cluster 3
ME1/ABEC0041.WEC0020159,2.1766598,7.3589435,Noise
ME1/ABEC0041.WEC0020160,2.2710319,3.624178,Cluster 3
ME1/ABEC0041.WEC0020161,2.0389802,4.593929,Noise
ME1/ABEC0041.WEC0020162,2.0590262,4.2682023,Cluster 3
ME1/ABEC0041.WEC0020163,2.3358667,3.4824376,Cluster 3
ME1/ABEC0041.WEC0020164,2.5144498,3.992123,Cluster 3
ME1/ABEC0041.WEC0020165,2.4629781,3.7623096,Cluster 3
ME1/ABEC0041.WEC0020166,2.2771087,4.2375298,Cluster 3
ME1/ABEC0041.WEC0020167,2.4366693,3.6552904,Cluster 3
ME1/ABEC0041.WEC0020168,2.3961937,3.4474397,Cluster 3
ME1/ABEC0041.WEC0020169,2.408301,3.8220506,Cluster 3
ME1/ABEC0041.WEC0020171,2.4420297,3.7535038,Cluster 3
ME1/ABEC0041.WEC0020172,2.309617,3.6412148,Cluster 3
ME1/ABEC0041.WEC0020173,2.4231584,4.6990304,Cluster 3
ME1/ABEC0041.WEC0020174,2.3627412,3.675912,Cluster 3
ME1/ABEC0041.WEC0020175,2.507905,4.317909,Cluster 3
ME1/ABEC0041.WEC0020176,1.9972175,4.2508106,Cluster 3
ME1/ABEC0041.WEC0020177,2.0386906,4.2592673,Cluster 3
ME1/ABEC0041.WEC0020178,2.2714114,4.00242,Cluster 3
ME1/ABEC0041.WEC0020179,2.424846,3.6593719,Cluster 3
ME1/ABEC0041.WEC0020180,2.2178261,3.7906487,Cluster 3
ME1/ABEC0041.WEC0020181,2.3120723,3.844782,Cluster 3
ME1/ABEC0041.WEC0020182,2.1868038,4.158607,Cluster 3
ME1/ABEC0041.WEC0020183,2.38271,4.3359337,Cluster 3
ME1/ABEC0041.WEC0020184,2.2856498,4.066461,Cluster 3
ME1/ABEC0041.WEC0020185,2.271639,4.0829406,Cluster 3
ME1/ABEC0041.WEC0020186,2.0457268,4.013431,Cluster 3
ME1/ABEC0041.WEC0020187,2.4211602,3.8753536,Cluster 3
ME1/ABEC0041.WEC0020188,2.1636221,4.366108,Cluster 3
ME1/ABEC0041.WEC0020189,2.4396322,3.9572988,Cluster 3
ME1/ABEC0041.WEC0020190,2.4562645,4.0302925,Cluster 3
ME1/ABEC0041.WEC0020191,2.3282502,3.7814636,Cluster 3
ME1/ABEC0042.WEC0020193,2.3731048,4.0019717,Cluster 3
ME1/ABEC0042.WEC0020194,2.2921016,3.9244726,Cluster 3
ME1/ABEC0042.WEC0020195,2.4447143,4.151687,Cluster 3
ME1/ABEC0042.WEC0020196,2.3556876,3.9818895,Cluster 3
ME1/ABEC0042.WEC0020197,2.4557476,3.748455,Cluster 3
ME1/ABEC0042.WEC0020198,2.4455929,4.0275345,Cluster 3
ME1/ABEC0042.WEC0020199,2.335709,4.0992217,Cluster 3
ME1/ABEC0042.WEC0020200,2.1430025,4.3999043,Cluster 3
ME1/ABEC0042.WEC0020201,2.3694713,4.119603,Cluster 3
ME1/ABEC0042.WEC0020202,2.3948371,4.0963864,Cluster 3
ME1/ABEC0042.WEC0020203,2.3085563,4.0632963,Cluster 3
ME1/ABEC0042.WEC0020204,2.5036607,3.9070601,Cluster 3
ME1/ABEC0042.WEC0020205,2.098231,4.8489695,Noise
ME1/ABEC0042.WEC0020206,2.6242628,4.4584875,Cluster 3
ME1/ABEC0042.WEC0020207,2.2857115,4.3833847,Cluster 3
ME1/ABEC0042.WEC0020208,2.3312137,4.246365,Cluster 3
ME1/ABEC0042.WEC0020209,2.05006,4.6375566,Noise
ME1/ABEC0042.WEC0020210,2.399356,3.9320343,Cluster 3
ME1/ABEC0042.WEC0020211,2.5690186,4.017985,Cluster 3
ME1/ABEC0042.WEC0020212,2.2999485,4.3808823,Cluster 3
ME1/ABEC0042.WEC0020213,2.409848,3.9224885,Cluster 3
ME1/ABEC0042.WEC0020214,2.5503652,4.062497,Cluster 3
ME1/ABEC0042.WEC0020215,2.3618307,3.9753256,Cluster 3
ME1/ABEC0042.WEC0020216,2.2381122,4.359002,Cluster 3
ME1/ABEC0042.WEC0020217,2.4500103,4.235222,Cluster 3
ME1/ABEC0042.WEC0020218,2.5135736,4.155829,Cluster 3
ME1/ABEC0042.WEC0020219,2.3198247,4.433933,Cluster 3
ME1/ABEC0042.WEC0020220,2.5279279,4.038368,Cluster 3
ME1/ABEC0042.WEC0020221,2.01903,4.626074,Noise
ME1/ABEC0042.WEC0020222,2.4026093,4.0341024,Cluster 3
ME1/ABEC0042.WEC0020223,2.4046865,4.1656623,Cluster 3
ME1/ABEC0042.WEC0020224,2.2954116,4.265724,Cluster 3
ME1/ABEC0042.WEC0020225,2.3834183,4.0407557,Cluster 3
ME1/ABEC0042.WEC0020226,2.6417255,3.9806335,Cluster 3
ME1/ABEC0042.WEC0020227,2.3606222,4.2635665,Cluster 3
ME1/ABEC0042.WEC0020229,2.6709976,4.474968,Cluster 3
ME1/ABEC0042.WEC0020230,2.3744204,4.254509,Cluster 3
ME1/ABEC0042.WEC0020231,2.4447043,4.098806,Cluster 3
ME1/ABEC0042.WEC0020232,2.4107168,4.198472,Cluster 3
ME1/ABEC0042.WEC0020233,2.422192,4.185667,Cluster 3
ME1/ABEC0042.WEC0020234,2.218158,7.1872387,Noise
ME1/ABEC0042.WEC0020235,2.4242742,4.1531034,Cluster 3
ME1/ABEC0042.WEC0020236,2.5353932,4.217386,Cluster 3
ME1/ABEC0042.WEC0020237,2.4291725,4.146709,Cluster 3
ME1/ABEC0042.WEC0020238,2.5031044,4.17627,Cluster 3
ME1/ABEC0042.WEC0020239,2.3918335,4.201984,Cluster 3
ME1/ABEC0042.WEC0020240,2.3194656,4.332712,Cluster 3
ME1/ABEC0042.WEC0020243,2.446796,4.115271,Cluster 3
ME1/ABEC0042.WEC0020244,2.5898073,4.1352286,Cluster 3
ME1/ABEC0042.WEC0020245,2.7755196,4.4368777,Cluster 3
ME1/ABEC0042.WEC0020246,2.539983,4.604388,Cluster 3
ME1/ABEC0042.WEC0020248,2.415757,4.289412,Cluster 3
ME1/ABEC0042.WEC0020249,2.6085508,4.3857274,Cluster 3
ME1/ABEC0042.WEC0020250,2.6022172,4.2037444,Cluster 3
ME1/ABEC0042.WEC0020251,2.6148012,4.3375196,Cluster 3
ME1/ABEC0042.WEC0020252,2.6966665,4.2983365,Cluster 3
ME1/ABEC0042.WEC0020253,2.5286772,4.3839426,Cluster 3
ME1/ABEC0042.WEC0020255,2.5389872,4.1563087,Cluster 3
ME1/ABEC0042.WEC0020256,2.5820405,4.376158,Cluster 3
ME1/ABEC0042.WEC0020257,2.5847528,4.361286,Cluster 3
ME1/ABEC0042.WEC0020258,2.3861325,4.766387,Cluster 3
ME1/ABEC0042.WEC0020259,2.1738443,4.658476,Cluster 3
ME1/ABEC0042.WEC0020260,2.5488157,4.214147,Cluster 3
ME1/ABEC0042.WEC0020261,2.5545712,4.451471,Cluster 3
ME1/ABEC0042.WEC0020262,2.6599689,4.348575,Cluster 3
ME1/ABEC0042.WEC0020263,2.391904,4.321405,Cluster 3
ME1/ABEC0042.WEC0020264,2.6109023,4.4985514,Cluster 3
ME1/ABEC0042.WEC0020265,2.6541584,4.300203,Cluster 3
ME1/ABEC0042.WEC0020266,2.364662,4.852399,Cluster 3
ME1/ABEC0042.WEC0020267,2.546086,4.646199,Cluster 3
ME1/ABEC0042.WEC0020268,2.610091,4.530722,Cluster 3
ME1/ABEC0042.WEC0020269,2.7501707,4.3497124,Cluster 3
ME1/ABEC0042.WEC0020271,2.5009384,4.584388,Cluster 3
ME1/ABEC0042.WEC0020272,2.579936,4.4150496,Cluster 3
ME1/ABEC0042.WEC0020273,2.4918282,4.315931,Cluster 3
ME1/ABEC0042.WEC0020274,2.4413104,4.5837927,Cluster 3
ME1/ABEC0042.WEC0020278,2.5989008,4.597502,Cluster 3
ME1/ABEC0042.WEC0020279,2.5641139,4.4199924,Cluster 3
ME1/ABEC0042.WEC0020280,2.5858498,4.3169236,Cluster 3
ME1/ABEC0042.WEC0020281,2.5613482,4.545257,Cluster 3
ME1/ABEC0042.WEC0020283,2.3246708,4.419456,Cluster 3
ME1/ABEC0042.WEC0020284,2.2668462,4.823056,Cluster 3
ME1/ABEC0042.WEC0020285,2.7148998,5.2402887,Noise
ME1/ABEC0042.WEC0020287,2.38101,4.693294,Cluster 3
ME1/ABEC0042.WEC0020290,2.7602813,4.5668926,Cluster 3
ME1/ABEC0042.WEC0020291,2.6745849,4.5184264,Cluster 3
ME1/ABEC0042.WEC0020292,2.5899231,4.379171,Cluster 3
ME1/ABEC0042.WEC0020293,2.6533523,4.6722107,Cluster 3
ME1/ABEC0042.WEC0020294,2.550095,4.577067,Cluster 3
ME1/ABEC0042.WEC0020295,2.580574,4.700418,Cluster 3
ME1/ABEC0042.WEC0020296,2.533945,4.517738,Cluster 3
ME1/ABEC0042.WEC0020297,2.6193438,4.7050524,Cluster 3
ME1/ABEC0042.WEC0020298,2.6216266,4.5284486,Cluster 3
ME1/ABEC0042.WEC0020299,2.536595,4.7568293,Cluster 3
ME1/ABEC0042.WEC0020300,2.653007,4.5448866,Cluster 3
ME1/ABEC0042.WEC0020301,2.5700223,4.4828835,Cluster 3
ME1/ABEC0042.WEC0020302,2.5588565,4.5811553,Cluster 3
ME1/ABEC0042.WEC0020303,2.6794488,4.719091,Cluster 3
ME1/ABEC0042.WEC0020304,2.5909314,4.803972,Cluster 3
ME1/ABEC0042.WEC0020305,2.7318256,4.854311,Cluster 3
ME1/ABEC0042.WEC0020306,2.671657,4.8125,Cluster 3
ME1/ABEC0042.WEC0020307,2.6093323,4.5855865,Cluster 3
ME1/ABEC0042.WEC0020308,2.607197,4.6157475,Cluster 3
ME1/ABEC0042.WEC0020309,2.6253753,4.606696,Cluster 3
ME1/ABEC0042.WEC0020310,2.726594,4.807342,Cluster 3
ME1/ABEC0042.WEC0020311,2.7014568,4.687519,Cluster 3
ME1/ABEC0042.WEC0020312,2.5477026,4.7045245,Cluster 3
ME1/ABEC0042.WEC0020313,2.6643684,4.856475,Cluster 3
ME1/ABEC0042.WEC0020314,2.478134,4.7592463,Cluster 3
ME1/ABEC0042.WEC0020315,2.7204533,4.697695,Cluster 3
ME1/ABEC0042.WEC0020316,2.5742598,4.666864,Cluster 3
ME1/ABEC0042.WEC0020317,2.5627038,4.7201915,Cluster 3
ME1/ABEC0042.WEC0020318,2.6434767,4.6679287,Cluster 3
ME1/ABEC0042.WEC0020319,2.6417484,4.8464327,Cluster 3
ME1/ABEC0042.WEC0020320,2.6224205,4.5658,Cluster 3
ME1/ABEC0042.WEC0020321,2.6681156,4.7193837,Cluster 3
ME1/ABEC0042.WEC0020322,2.7947822,4.585213,Cluster 3
ME1/ABEC0042.WEC0020323,2.754175,4.7414403,Cluster 3
ME1/ABEC0042.WEC0020324,2.541354,4.916702,Cluster 3
ME1/ABEC0042.WEC0020325,2.5332139,4.760052,Cluster 3
ME1/ABEC0042.WEC0020326,2.5288637,4.7629347,Cluster 3
ME1/ABEC0042.WEC0020327,2.4601874,4.8173237,Cluster 3
ME1/ABEC0042.WEC0020328,2.6727602,4.8619075,Cluster 3
ME1/ABEC0042.WEC0020330,2.7190979,4.676721,Cluster 3
ME1/ABEC0042.WEC0020331,1.9026624,7.20203,Noise
ME1/ABEC0042.WEC0020332,2.4301946,5.202405,Cluster 3
ME1/ABEC0042.WEC0020333,2.5398123,6.088343,Cluster 2
ME1/ABEC0042.WEC0020334,2.5933082,5.028153,Cluster 3
ME1/ABEC0042.WEC0020335,2.7052054,4.8316593,Cluster 3
ME1/ABEC0042.WEC0020336,2.4398637,5.0333843,Cluster 3
ME1/ABEC0042.WEC0020337,2.6752121,4.9532776,Cluster 3
ME1/ABEC0042.WEC0020339,2.6055775,4.7989025,Cluster 3
ME1/ABEC0042.WEC0020340,2.6145074,4.8011413,Cluster 3
ME1/ABEC0042.WEC0020341,2.5254874,4.781442,Cluster 3
ME1/ABEC0042.WEC0020342,2.4838247,5.140211,Cluster 3
ME1/ABEC0042.WEC0020343,2.5558715,4.869652,Cluster 3
ME1/ABEC0042.WEC0020344,2.5458636,5.14103,Cluster 3
ME1/ABEC0042.WEC0020345,2.5267012,4.908442,Cluster 3
ME1/ABEC0042.WEC0020346,2.6580734,4.8623247,Cluster 3
ME1/ABEC0042.WEC0020347,2.7396462,4.9126163,Cluster 3
ME1/ABEC0042.WEC0020348,2.6886594,5.0102763,Cluster 3
ME1/ABEC0042.WEC0020349,2.6992362,5.1227465,Cluster 3
ME1/ABEC0042.WEC0020350,2.483313,5.122961,Cluster 3
ME1/ABEC0042.WEC0020351,2.715253,5.0184484,Cluster 3
ME1/ABEC0042.WEC0020352,2.6521955,4.890823,Cluster 3
ME1/ABEC0042.WEC0020353,2.4552789,5.16577,Cluster 3
ME1/ABEC0042.WEC0020354,2.6222403,4.97673,Cluster 3
ME1/ABEC0042.WEC0020355,2.596088,5.0511975,Cluster 3
ME1/ABEC0042.WEC0020356,2.3947287,4.990786,Cluster 3
ME1/ABEC0042.WEC0020357,2.5673156,5.024467,Cluster 3
ME1/ABEC0042.WEC0020358,2.6350315,5.0095735,Cluster 3
ME1/ABEC0042.WEC0020359,2.3653364,5.2281327,Cluster 3
ME1/ABEC0042.WEC0020360,2.6902626,5.1321273,Cluster 3
ME1/ABEC0042.WEC0020361,2.5940163,5.178261,Cluster 3
ME1/ABEC0042.WEC0020362,2.6818647,4.9357433,Cluster 3
ME1/ABEC0042.WEC0020364,2.7627378,5.060462,Cluster 3
ME1/ABEC0042.WEC0020365,2.5539217,5.2306113,Cluster 3
ME1/ABEC0042.WEC0020366,2.5661318,5.120808,Cluster 3
ME1/ABEC0042.WEC0020367,2.4606853,4.937909,Cluster 3
ME1/ABEC0042.WEC0020368,2.5900054,4.938513,Cluster 3
ME1/ABEC0042.WEC0020369,2.6083562,5.059458,Cluster 3
ME1/ABEC0042.WEC0020370,2.5443375,5.124636,Cluster 3
ME1/ABEC0042.WEC0020372,2.6177807,5.156579,Cluster 3
ME1/ABEC0042.WEC0020373,2.293593,5.7311544,Cluster 3
ME1/ABEC0042.WEC0020376,2.6398911,5.2012477,Cluster 3
ME1/ABEC0042.WEC0020377,2.4450066,5.211925,Cluster 3
ME1/ABEC0042.WEC0020378,2.5059927,5.2991877,Cluster 3
ME1/ABEC0043.WEC0021001,2.6891468,5.480573,Cluster 3
ME1/ABEC0043.WEC0021002,2.5655258,5.0888715,Cluster 3
ME1/ABEC0043.WEC0021003,2.5889616,5.1577444,Cluster 3
ME1/ABEC0043.WEC0021004,2.4032927,5.3853087,Cluster 3
ME1/ABEC0043.WEC0021005,2.6181934,5.1519403,Cluster 3
ME1/ABEC0043.WEC0021006,2.5574381,5.2643876,Cluster 3
ME1/ABEC0043.WEC0021007,2.5889175,5.2945657,Cluster 3
ME1/ABEC0043.WEC0021008,2.3360162,5.297847,Cluster 3
ME1/ABEC0043.WEC0021009,2.6233556,5.319238,Cluster 3
ME1/ABEC0043.WEC0021011,2.3518817,5.7327423,Cluster 3
ME1/ABEC0043.WEC0021012,2.6433976,5.3512387,Cluster 3
ME1/ABEC0043.WEC0021013,2.5141046,5.479955,Cluster 3
ME1/ABEC0043.WEC0021014,2.607465,5.22875,Cluster 3
ME1/ABEC0043.WEC0021015,2.5966084,5.2798314,Cluster 3
ME1/ABEC0043.WEC0021016,2.476041,5.341849,Cluster 3
ME1/ABEC0043.WEC0021017,2.4425688,5.3385344,Cluster 3
ME1/ABEC0043.WEC0021018,2.533993,5.432685,Cluster 3
ME1/ABEC0043.WEC0021019,2.5441265,5.5861583,Cluster 3
ME1/ABEC0043.WEC0021020,2.5384574,5.143013,Cluster 3
ME1/ABEC0043.WEC0021021,2.57059,5.2452984,Cluster 3
ME1/ABEC0043.WEC0021022,2.5303652,5.4619627,Cluster 3
ME1/ABEC0043.WEC0021023,2.5461764,5.4061985,Cluster 3
ME1/ABEC0043.WEC0021024,2.4409757,5.33219,Cluster 3
ME1/ABEC0043.WEC0021025,2.5260007,5.3716407,Cluster 3
ME1/ABEC0043.WEC0021026,2.322535,5.6343412,Cluster 3
ME1/ABEC0043.WEC0021027,2.2723074,5.7195673,Cluster 3
ME1/ABEC0043.WEC0021028,2.4188895,5.6172204,Cluster 3
ME1/ABEC0043.WEC0021029,2.459566,5.455824,Cluster 3
ME1/ABEC0043.WEC0021030,2.4325147,5.5427675,Cluster 3
ME1/ABEC0043.WEC0021031,2.5398705,5.414658,Cluster 3
ME1/ABEC0043.WEC0021032,2.4328773,5.9973636,Cluster 3
ME1/ABEC0043.WEC0021033,2.4154446,5.6681848,Cluster 3
ME1/ABEC0043.WEC0021034,2.4204118,5.728556,Cluster 3
ME1/ABEC0043.WEC0021035,2.422242,5.7004385,Cluster 3
ME1/ABEC0043.WEC0021036,2.4652605,5.480321,Cluster 3
ME1/ABEC0043.WEC0021037,2.4303195,5.465521,Cluster 3
ME1/ABEC0043.WEC0021038,2.4714913,5.8030534,Cluster 3
ME1/ABEC0043.WEC0021039,2.429611,5.6851892,Cluster 3
ME1/ABEC0043.WEC0021040,2.440546,5.718405,Cluster 3
ME1/ABEC0043.WEC0021041,2.451895,5.6553574,Cluster 3
ME1/ABEC0043.WEC0021042,2.4574275,5.636432,Cluster 3
ME1/ABEC0043.WEC0021043,2.467461,5.538714,Cluster 3
ME1/ABEC0043.WEC0021044,2.4721034,5.615678,Cluster 3
ME1/ABEC0043.WEC0021045,2.2154315,6.213538,Cluster 3
ME1/ABEC0043.WEC0021046,2.2671607,5.5730143,Cluster 3
ME1/ABEC0043.WEC0021047,2.5245109,5.72725,Cluster 3
ME1/ABEC0043.WEC0021048,2.2689586,5.789236,Cluster 3
ME1/ABEC0043.WEC0021049,2.4794853,5.586074,Cluster 3
ME1/ABEC0043.WEC0021050,2.4462817,5.735765,Cluster 3
ME1/ABEC0043.WEC0021051,2.4166825,5.7870574,Cluster 3
ME1/ABEC0043.WEC0021052,2.3750765,5.713324,Cluster 3
ME1/ABEC0043.WEC0021053,2.5204103,5.746672,Cluster 3
ME1/ABEC0043.WEC0021054,2.474315,5.5936747,Cluster 3
ME1/ABEC0043.WEC0021055,2.4276433,5.7527804,Cluster 3
ME1/ABEC0043.WEC0021056,2.4227622,5.887718,Cluster 3
ME1/ABEC0043.WEC0021058,2.356933,5.7994556,Cluster 3
ME1/ABEC0043.WEC0021059,2.3232923,5.8937726,Cluster 3
ME1/ABEC0043.WEC0021060,2.2588832,6.038061,Cluster 3
ME1/ABEC0043.WEC0021061,2.4325197,5.8248854,Cluster 3
ME1/ABEC0043.WEC0021062,2.3197463,5.7246175,Cluster 3
ME1/ABEC0043.WEC0021063,2.4643004,5.7600784,Cluster 3
ME1/ABEC0043.WEC0021064,2.147396,5.9579635,Cluster 3
ME1/ABEC0043.WEC0021065,2.351286,5.772242,Cluster 3
ME1/ABEC0043.WEC0021067,2.2479174,5.793716,Cluster 3
ME1/ABEC0043.WEC0021068,2.3822563,5.857174,Cluster 3
ME1/ABEC0043.WEC0021069,2.3397431,5.8917103,Cluster 3
ME1/ABEC0043.WEC0021070,2.3860774,5.789215,Cluster 3
ME1/ABEC0043.WEC0021071,2.1631386,6.0639553,Cluster 3
ME1/ABEC0043.WEC0021072,2.091059,5.6065,Cluster 3
ME1/ABEC0043.WEC0021075,2.285946,6.0026865,Cluster 3
ME1/ABEC0043.WEC0021076,1.9973843,6.296214,Cluster 3
ME1/ABEC0043.WEC0021077,2.2879832,5.9882565,Cluster 3
ME1/ABEC0043.WEC0021078,2.1322281,6.141489,Cluster 3
ME1/ABEC0043.WEC0021079,2.143887,6.244925,Cluster 3
