,UMAP1,UMAP2,Cluster
ME0/ABEC0035.WEC0017157,1.6849532,6.130464,Cluster 3
ME0/ABEC0035.WEC0017158,1.5931995,6.452539,Cluster 3
ME0/ABEC0035.WEC0017159,1.5305643,6.0798297,Cluster 3
ME0/ABEC0035.WEC0017160,1.4414134,6.282427,Cluster 3
ME0/ABEC0035.WEC0017162,1.6732501,6.2265673,Cluster 3
ME0/ABEC0035.WEC0017163,1.5567036,6.0400343,Cluster 3
ME0/ABEC0035.WEC0017164,1.7624,6.396002,Cluster 3
ME0/ABEC0035.WEC0017165,1.7207046,6.373892,Cluster 3
ME0/ABEC0035.WEC0017166,1.4987987,6.259229,Cluster 3
ME0/ABEC0035.WEC0017167,1.5193835,6.175373,Cluster 3
ME0/ABEC0035.WEC0017170,1.46852,6.220258,Cluster 3
ME0/ABEC0035.WEC0017171,1.5051482,6.198038,Cluster 3
ME0/ABEC0035.WEC0017172,1.3701115,6.2344723,Cluster 3
ME0/ABEC0035.WEC0017173,1.7771546,6.2204437,Cluster 3
ME0/ABEC0035.WEC0017174,1.8949884,6.04215,Cluster 3
ME0/ABEC0035.WEC0017180,1.775995,6.1036468,Cluster 3
ME0/ABEC0035.WEC0017181,1.7659212,5.9293633,Cluster 3
ME0/ABEC0035.WEC0017182,1.7649595,5.8566613,Cluster 3
ME0/ABEC0036.WEC0017193,1.7377473,6.258913,Cluster 3
ME0/ABEC0036.WEC0017194,1.6774123,5.764412,Cluster 3
ME0/ABEC0036.WEC0017195,1.744236,5.8707566,Cluster 3
ME0/ABEC0036.WEC0017196,1.6133271,6.2341075,Cluster 3
ME0/ABEC0036.WEC0017197,1.8082808,6.122785,Cluster 3
ME0/ABEC0036.WEC0017198,1.7623684,6.224093,Cluster 3
ME0/ABEC0036.WEC0017199,1.9526646,6.0530496,Cluster 3
ME0/ABEC0036.WEC0017200,1.6590797,5.7831078,Cluster 3
ME0/ABEC0036.WEC0017201,1.5443264,6.072683,Cluster 3
ME0/ABEC0036.WEC0017202,1.6325914,6.1113186,Cluster 3
ME0/ABEC0036.WEC0017203,1.7247076,5.994845,Cluster 3
ME0/ABEC0036.WEC0017204,1.5548232,6.077373,Cluster 3
ME0/ABEC0036.WEC0017205,1.7192558,6.006553,Cluster 3
ME0/ABEC0036.WEC0017206,1.7182603,5.919092,Cluster 3
ME0/ABEC0036.WEC0017207,1.8044972,6.087965,Cluster 3
ME0/ABEC0036.WEC0017208,2.2758207,5.6941466,Cluster 3
ME0/ABEC0036.WEC0017210,1.8175551,5.9988236,Cluster 3
ME0/ABEC0036.WEC0017211,2.1984863,5.4171042,Cluster 3
ME0/ABEC0036.WEC0017212,1.8060125,5.797719,Cluster 3
ME0/ABEC0036.WEC0017213,1.996365,5.9101763,Cluster 3
ME0/ABEC0036.WEC0017214,2.031133,6.103226,Cluster 3
ME0/ABEC0036.WEC0017215,1.9800526,5.7108965,Cluster 3
ME0/ABEC0036.WEC0017216,1.8123947,6.0487204,Cluster 3
ME0/ABEC0036.WEC0017217,1.724239,5.9072094,Cluster 3
ME0/ABEC0036.WEC0017218,1.7468922,6.084231,Cluster 3
ME0/ABEC0036.WEC0017219,1.6938944,6.1105313,Cluster 3
ME0/ABEC0036.WEC0017220,1.6899824,6.1065655,Cluster 3
ME0/ABEC0036.WEC0017221,1.9519085,5.887348,Cluster 3
ME0/ABEC0036.WEC0017222,2.0070107,5.78288,Cluster 3
ME0/ABEC0036.WEC0017223,1.8973256,5.725373,Cluster 3
ME0/ABEC0036.WEC0017224,1.8479891,5.907147,Cluster 3
ME0/ABEC0036.WEC0017226,1.8512323,5.88551,Cluster 3
ME0/ABEC0036.WEC0017227,2.0869226,5.5761595,Cluster 3
ME0/ABEC0036.WEC0017228,1.7678345,5.817542,Cluster 3
ME0/ABEC0036.WEC0017229,1.9077582,5.5629787,Cluster 3
ME0/ABEC0036.WEC0017230,1.8212124,5.92247,Cluster 3
ME0/ABEC0036.WEC0017231,1.8407451,5.75034,Cluster 3
ME0/ABEC0036.WEC0017232,1.8555516,5.932571,Cluster 3
ME0/ABEC0036.WEC0017234,2.06093,5.614402,Cluster 3
ME0/ABEC0036.WEC0017235,2.0405605,5.5259466,Cluster 3
ME0/ABEC0036.WEC0017236,2.2174048,5.3131905,Cluster 3
ME0/ABEC0036.WEC0017237,1.9043163,5.673252,Cluster 3
ME0/ABEC0036.WEC0017238,1.852507,6.0963736,Cluster 3
ME0/ABEC0036.WEC0017239,1.9332833,5.7998095,Cluster 3
ME0/ABEC0036.WEC0017240,1.8437699,5.610187,Cluster 3
ME0/ABEC0036.WEC0017243,1.8093134,5.7318025,Cluster 3
ME0/ABEC0036.WEC0017244,1.870057,5.779382,Cluster 3
ME0/ABEC0036.WEC0017245,1.7236823,5.5217037,Cluster 3
ME0/ABEC0036.WEC0017246,1.9954283,5.54451,Cluster 3
ME0/ABEC0036.WEC0017247,1.9455212,5.758558,Cluster 3
ME0/ABEC0036.WEC0017248,2.0348415,6.607499,Noise
ME0/ABEC0036.WEC0017250,1.8898511,5.9617815,Cluster 3
ME0/ABEC0036.WEC0017251,1.9816971,5.6797924,Cluster 3
ME0/ABEC0036.WEC0017252,1.9366211,5.7848063,Cluster 3
ME0/ABEC0036.WEC0017253,1.9629204,5.677707,Cluster 3
ME0/ABEC0036.WEC0017254,2.0178797,5.7267685,Cluster 3
ME0/ABEC0036.WEC0017255,1.7717848,5.730081,Cluster 3
ME0/ABEC0036.WEC0017256,1.7898499,5.65063,Cluster 3
ME0/ABEC0036.WEC0017258,1.9907056,5.656867,Cluster 3
ME0/ABEC0036.WEC0017260,1.7562573,5.5589104,Cluster 3
ME0/ABEC0036.WEC0017261,1.7221231,5.603295,Cluster 3
ME0/ABEC0036.WEC0017262,1.8101605,5.8613625,Cluster 3
ME0/ABEC0036.WEC0017263,2.0392652,5.8236623,Cluster 3
ME0/ABEC0036.WEC0017264,2.1952736,5.391629,Cluster 3
ME0/ABEC0036.WEC0017267,1.3709103,5.830909,Cluster 3
ME0/ABEC0036.WEC0017268,1.6742127,5.3689547,Cluster 3
ME0/ABEC0036.WEC0017269,1.6475849,5.6137886,Cluster 3
ME0/ABEC0036.WEC0017270,1.7882577,5.491127,Cluster 3
ME0/ABEC0036.WEC0017271,1.5947442,5.7110095,Cluster 3
ME0/ABEC0036.WEC0017277,1.6612518,5.4953723,Cluster 3
ME0/ABEC0036.WEC0017287,1.6168661,5.5441318,Cluster 3
ME0/ABEC0036.WEC0017288,1.7329261,5.6173697,Cluster 3
ME0/ABEC0036.WEC0017290,1.7072585,5.4652133,Cluster 3
ME0/ABEC0036.WEC0017291,1.7698208,5.592208,Cluster 3
ME0/ABEC0036.WEC0017292,1.7404609,5.596831,Cluster 3
ME0/ABEC0036.WEC0017293,1.5230428,5.6385155,Cluster 3
ME0/ABEC0036.WEC0017294,1.85403,5.6390476,Cluster 3
ME0/ABEC0036.WEC0017295,1.62066,5.512181,Cluster 3
ME0/ABEC0036.WEC0017296,1.64484,5.5645494,Cluster 3
ME0/ABEC0036.WEC0017297,1.7101865,5.4902287,Cluster 3
ME0/ABEC0036.WEC0017298,1.7055246,5.4056735,Cluster 3
ME0/ABEC0036.WEC0017299,1.8655602,5.286163,Cluster 3
ME0/ABEC0036.WEC0017300,1.7248263,5.5564837,Cluster 3
ME0/ABEC0036.WEC0017301,1.6937873,5.5016284,Cluster 3
ME0/ABEC0036.WEC0017302,1.9016808,5.2683945,Cluster 3
ME0/ABEC0036.WEC0017303,1.8844616,5.5638423,Cluster 3
ME0/ABEC0036.WEC0017304,1.8107702,5.514752,Cluster 3
ME0/ABEC0036.WEC0017305,1.9611893,5.3020234,Cluster 3
ME0/ABEC0036.WEC0017306,1.8932747,5.2459054,Cluster 3
ME0/ABEC0036.WEC0017307,1.8205788,5.493133,Cluster 3
ME0/ABEC0036.WEC0017308,1.5986874,5.418071,Cluster 3
ME0/ABEC0036.WEC0017309,2.0178106,5.365724,Cluster 3
ME0/ABEC0036.WEC0017310,1.9157634,5.516488,Cluster 3
ME0/ABEC0036.WEC0017311,1.887072,5.1774898,Cluster 3
ME0/ABEC0036.WEC0017312,1.7002107,5.3857703,Cluster 3
ME0/ABEC0036.WEC0017313,1.6967657,5.3139863,Cluster 3
ME0/ABEC0036.WEC0017314,1.8021214,5.4079266,Cluster 3
ME0/ABEC0036.WEC0017315,1.7314065,5.3969326,Cluster 3
ME0/ABEC0036.WEC0017316,1.7651592,5.452771,Cluster 3
ME0/ABEC0036.WEC0017317,1.6507118,5.443509,Cluster 3
ME0/ABEC0036.WEC0017318,1.6786844,5.343577,Cluster 3
ME0/ABEC0036.WEC0017319,1.7785981,5.1835537,Cluster 3
ME0/ABEC0036.WEC0017320,1.8105603,5.352312,Cluster 3
ME0/ABEC0036.WEC0017321,1.4922597,5.453833,Cluster 3
ME0/ABEC0036.WEC0017322,1.5227901,5.6020484,Cluster 3
ME0/ABEC0036.WEC0017323,1.690651,5.4088817,Cluster 3
ME0/ABEC0036.WEC0017324,1.679403,5.3008437,Cluster 3
ME0/ABEC0036.WEC0017325,1.6451263,5.160222,Cluster 3
ME0/ABEC0036.WEC0017327,1.7727925,5.3985844,Cluster 3
ME0/ABEC0036.WEC0017328,1.6564249,5.410468,Cluster 3
ME0/ABEC0036.WEC0017329,1.7342769,5.1828127,Cluster 3
ME0/ABEC0036.WEC0017330,1.5702816,5.466713,Cluster 3
ME0/ABEC0036.WEC0017331,1.6824014,5.3088627,Cluster 3
ME0/ABEC0036.WEC0017332,1.6095327,5.198851,Cluster 3
ME0/ABEC0036.WEC0017333,1.8635103,5.284179,Cluster 3
ME0/ABEC0036.WEC0017334,1.801724,5.313545,Cluster 3
ME0/ABEC0036.WEC0017335,1.750021,5.1672554,Cluster 3
ME0/ABEC0036.WEC0017336,1.5538399,5.336652,Cluster 3
ME0/ABEC0036.WEC0017338,1.6311455,5.2748666,Cluster 3
ME0/ABEC0036.WEC0017339,1.6611255,5.3998256,Cluster 3
ME0/ABEC0036.WEC0017340,1.72781,5.334868,Cluster 3
ME0/ABEC0036.WEC0017341,1.6473345,5.1819453,Cluster 3
ME0/ABEC0036.WEC0017342,1.6025734,5.1027975,Cluster 3
ME0/ABEC0036.WEC0017343,1.7466797,5.0344195,Cluster 3
ME0/ABEC0036.WEC0017344,1.6654991,5.127326,Cluster 3
ME0/ABEC0036.WEC0017346,1.7922206,5.093805,Cluster 3
ME0/ABEC0036.WEC0017347,1.4982568,4.9666514,Cluster 3
ME0/ABEC0036.WEC0017348,1.4581234,5.227107,Cluster 3
ME0/ABEC0036.WEC0017350,1.5427386,5.2815924,Cluster 3
ME0/ABEC0036.WEC0017351,1.4150227,5.280419,Cluster 3
ME0/ABEC0036.WEC0017352,1.552192,5.151912,Cluster 3
ME0/ABEC0036.WEC0017356,1.5221825,5.1418147,Cluster 3
ME0/ABEC0036.WEC0017357,1.6586097,5.2210665,Cluster 3
ME0/ABEC0036.WEC0017358,1.5644257,5.1715508,Cluster 3
ME0/ABEC0036.WEC0017359,1.5611354,5.2053494,Cluster 3
ME0/ABEC0036.WEC0017364,1.53556,5.0559864,Cluster 3
ME0/ABEC0036.WEC0017365,1.4822003,5.0195446,Cluster 3
ME0/ABEC0036.WEC0017366,1.4251989,5.038909,Cluster 3
ME0/ABEC0036.WEC0017369,1.5255013,5.193438,Cluster 3
ME0/ABEC0036.WEC0017372,1.5578139,5.2029624,Cluster 3
ME0/ABEC0036.WEC0017374,1.4009831,5.296883,Cluster 3
ME0/ABEC0037.WEC0018001,1.5347667,5.0995975,Cluster 3
ME0/ABEC0037.WEC0018002,1.5370258,5.091331,Cluster 3
ME0/ABEC0037.WEC0018003,1.3838533,4.8932476,Cluster 3
ME0/ABEC0037.WEC0018004,1.5540615,5.020243,Cluster 3
ME0/ABEC0037.WEC0018005,1.5148051,4.9872327,Cluster 3
ME0/ABEC0037.WEC0018006,1.5023834,5.0955434,Cluster 3
ME0/ABEC0037.WEC0018007,1.5359069,5.1306596,Cluster 3
ME0/ABEC0037.WEC0018008,1.4857552,5.0580807,Cluster 3
ME0/ABEC0037.WEC0018009,1.4428606,4.951087,Cluster 3
ME0/ABEC0037.WEC0018010,1.3707446,5.033023,Cluster 3
ME0/ABEC0037.WEC0018011,1.4275246,5.272804,Cluster 3
ME0/ABEC0037.WEC0018012,1.3373257,5.0238075,Cluster 3
ME0/ABEC0037.WEC0018013,1.4559757,4.9163656,Cluster 3
ME0/ABEC0037.WEC0018014,1.509689,5.1403236,Cluster 3
ME0/ABEC0037.WEC0018015,1.123546,4.866619,Cluster 3
ME0/ABEC0037.WEC0018016,1.2643497,5.0970435,Cluster 3
ME0/ABEC0037.WEC0018017,1.0773729,4.9611435,Cluster 3
ME0/ABEC0037.WEC0018018,1.6203752,4.9452662,Cluster 3
ME0/ABEC0037.WEC0018019,1.26287,5.1341496,Cluster 3
ME0/ABEC0037.WEC0018020,1.1368667,5.007838,Cluster 3
ME0/ABEC0037.WEC0018021,1.3526559,5.0059066,Cluster 3
ME0/ABEC0037.WEC0018022,1.2372661,4.908852,Cluster 3
ME0/ABEC0037.WEC0018023,1.4168856,4.9927907,Cluster 3
ME0/ABEC0037.WEC0018024,1.4519744,4.996021,Cluster 3
ME0/ABEC0037.WEC0018025,1.4847279,5.101871,Cluster 3
ME0/ABEC0037.WEC0018026,1.2986752,5.0246534,Cluster 3
ME0/ABEC0037.WEC0018027,1.3976861,5.0635195,Cluster 3
ME0/ABEC0037.WEC0018028,1.392662,5.114684,Cluster 3
ME0/ABEC0037.WEC0018029,1.1550223,4.864136,Cluster 3
ME0/ABEC0037.WEC0018030,1.6917715,5.148512,Cluster 3
ME0/ABEC0037.WEC0018031,1.4308255,5.0638785,Cluster 3
ME0/ABEC0037.WEC0018032,1.0797673,4.90568,Cluster 3
ME0/ABEC0037.WEC0018033,1.2526503,5.0429783,Cluster 3
ME0/ABEC0037.WEC0018034,1.1684096,5.02437,Cluster 3
ME0/ABEC0037.WEC0018035,1.5928549,5.173588,Cluster 3
ME0/ABEC0037.WEC0018036,1.161826,4.9284587,Cluster 3
ME0/ABEC0037.WEC0018037,1.354345,5.0551825,Cluster 3
ME0/ABEC0037.WEC0018038,1.2803191,4.966932,Cluster 3
ME0/ABEC0037.WEC0018039,1.3717754,4.748797,Cluster 3
ME0/ABEC0037.WEC0018040,1.2032827,4.9443293,Cluster 3
ME0/ABEC0037.WEC0018041,1.139981,5.005716,Cluster 3
ME0/ABEC0037.WEC0018042,1.3941089,4.7243357,Cluster 3
ME0/ABEC0037.WEC0018043,1.1940458,5.1029315,Cluster 3
ME0/ABEC0037.WEC0018044,1.035461,4.9078007,Cluster 3
ME0/ABEC0037.WEC0018045,1.165069,4.9600964,Cluster 3
ME0/ABEC0037.WEC0018046,1.2464558,4.9641333,Cluster 3
ME0/ABEC0037.WEC0018047,1.3591729,4.881729,Cluster 3
ME0/ABEC0037.WEC0018048,1.0426308,4.817953,Cluster 3
ME0/ABEC0037.WEC0018049,1.2081057,4.827744,Cluster 3
ME0/ABEC0037.WEC0018050,1.3656385,4.9122367,Cluster 3
ME0/ABEC0037.WEC0018051,1.2973901,4.882029,Cluster 3
ME0/ABEC0037.WEC0018052,1.2469624,4.8459454,Cluster 3
ME0/ABEC0037.WEC0018053,1.2967458,4.939928,Cluster 3
ME0/ABEC0037.WEC0018054,1.2787553,5.027032,Cluster 3
ME0/ABEC0037.WEC0018055,1.3117845,5.0660095,Cluster 3
ME0/ABEC0037.WEC0018056,1.2359298,4.7995133,Cluster 3
ME0/ABEC0037.WEC0018058,1.1960028,4.8171535,Cluster 3
ME0/ABEC0037.WEC0018059,1.0737177,4.795067,Cluster 3
ME0/ABEC0037.WEC0018060,1.1243869,4.912806,Cluster 3
ME0/ABEC0037.WEC0018061,1.3607754,4.7212887,Cluster 3
ME0/ABEC0037.WEC0018062,1.2821876,4.9488115,Cluster 3
ME0/ABEC0037.WEC0018063,0.8523474,4.68298,Noise
ME0/ABEC0037.WEC0018064,1.3668343,4.81088,Cluster 3
ME0/ABEC0037.WEC0018065,1.5034869,4.5840464,Cluster 3
ME0/ABEC0037.WEC0018066,1.1653341,4.6140776,Cluster 3
ME0/ABEC0037.WEC0018067,1.187783,4.7658377,Cluster 3
ME0/ABEC0037.WEC0018068,1.3988843,4.739856,Cluster 3
ME0/ABEC0037.WEC0018069,1.1667709,4.8076324,Cluster 3
ME0/ABEC0037.WEC0018070,1.1041459,4.6987805,Cluster 3
ME0/ABEC0037.WEC0018071,1.08621,4.752758,Cluster 3
ME0/ABEC0037.WEC0018072,1.1464247,4.6587853,Cluster 3
ME0/ABEC0037.WEC0018075,1.2138953,4.722923,Cluster 3
ME0/ABEC0037.WEC0018076,1.1621957,4.6086936,Cluster 3
ME0/ABEC0037.WEC0018077,1.2230008,4.6765327,Cluster 3
ME0/ABEC0037.WEC0018078,1.3632619,4.7615843,Cluster 3
ME0/ABEC0037.WEC0018079,1.0962862,4.7727523,Cluster 3
ME0/ABEC0037.WEC0018080,0.94916224,4.57811,Cluster 3
ME0/ABEC0037.WEC0018081,1.3456042,4.6469383,Cluster 3
ME0/ABEC0037.WEC0018085,1.1212059,4.5870857,Cluster 3
ME0/ABEC0037.WEC0018086,1.1839645,4.7477355,Cluster 3
ME0/ABEC0037.WEC0018087,1.0011549,4.5292115,Cluster 3
ME0/ABEC0037.WEC0018092,1.2454435,4.729691,Cluster 3
ME0/ABEC0037.WEC0018093,1.0327984,4.560496,Cluster 3
ME0/ABEC0037.WEC0018094,1.161144,4.6917024,Cluster 3
ME0/ABEC0037.WEC0018095,0.99335086,4.5334215,Cluster 3
ME0/ABEC0037.WEC0018096,1.0587963,4.613797,Cluster 3
ME0/ABEC0037.WEC0018097,1.2117183,4.6624665,Cluster 3
ME0/ABEC0037.WEC0018098,1.0264158,4.524928,Cluster 3
ME0/ABEC0037.WEC0018099,1.2792058,4.593409,Cluster 3
ME0/ABEC0037.WEC0018100,0.90871745,4.385789,Cluster 3
ME0/ABEC0037.WEC0018101,1.127579,4.609063,Cluster 3
ME0/ABEC0037.WEC0018102,1.110106,4.767917,Cluster 3
ME0/ABEC0037.WEC0018103,1.1415077,4.4567966,Cluster 3
ME0/ABEC0037.WEC0018104,1.0988928,4.5027676,Cluster 3
ME0/ABEC0037.WEC0018105,1.021462,4.6509943,Cluster 3
ME0/ABEC0037.WEC0018106,0.89072365,4.528059,Cluster 3
ME0/ABEC0037.WEC0018107,1.1211972,4.553051,Cluster 3
ME0/ABEC0037.WEC0018108,1.0617156,4.479541,Cluster 3
ME0/ABEC0037.WEC0018109,1.2202317,4.471467,Cluster 3
ME0/ABEC0037.WEC0018110,1.136795,4.4032807,Cluster 3
ME0/ABEC0037.WEC0018111,0.937934,4.42085,Cluster 3
ME0/ABEC0037.WEC0018112,1.246134,4.530051,Cluster 3
ME0/ABEC0037.WEC0018113,1.053349,4.3945966,Cluster 3
ME0/ABEC0037.WEC0018114,0.99999565,4.4014606,Cluster 3
ME0/ABEC0037.WEC0018115,0.8875938,4.251102,Cluster 3
ME0/ABEC0037.WEC0018116,1.0624648,4.4440894,Cluster 3
ME0/ABEC0037.WEC0018117,0.8058112,4.413497,Noise
ME0/ABEC0037.WEC0018118,0.9129875,4.2053747,Cluster 3
ME0/ABEC0037.WEC0018119,1.0393227,4.312711,Cluster 3
ME0/ABEC0037.WEC0018120,1.1087079,4.303664,Cluster 3
ME0/ABEC0037.WEC0018121,0.9645227,4.5296206,Cluster 3
ME0/ABEC0037.WEC0018122,1.0317396,4.382628,Cluster 3
ME0/ABEC0037.WEC0018123,0.9431457,4.2634597,Cluster 3
ME0/ABEC0037.WEC0018124,1.0076596,4.4615297,Cluster 3
ME0/ABEC0037.WEC0018125,1.0464472,4.429296,Cluster 3
ME0/ABEC0037.WEC0018126,1.1078883,4.378525,Cluster 3
ME0/ABEC0037.WEC0018127,1.1651947,4.118228,Cluster 3
ME0/ABEC0037.WEC0018128,0.9429952,4.3269854,Cluster 3
ME0/ABEC0037.WEC0018129,1.058401,4.447056,Cluster 3
ME0/ABEC0037.WEC0018130,0.99740446,4.2554607,Cluster 3
ME0/ABEC0037.WEC0018132,0.9162223,4.238247,Cluster 3
ME0/ABEC0037.WEC0018133,1.2554166,4.3544555,Cluster 3
ME0/ABEC0037.WEC0018134,0.8753868,4.170672,Cluster 3
ME0/ABEC0037.WEC0018135,0.87425804,4.0954313,Cluster 3
ME0/ABEC0037.WEC0018136,0.82526755,4.015726,Cluster 3
ME0/ABEC0037.WEC0018137,0.9388862,4.331923,Cluster 3
ME0/ABEC0037.WEC0018138,1.1093731,4.303227,Cluster 3
ME0/ABEC0037.WEC0018139,2.1845653,7.534447,Noise
ME0/ABEC0037.WEC0018140,0.87965995,4.104139,Cluster 3
ME0/ABEC0037.WEC0018141,1.0504382,4.2633567,Cluster 3
ME0/ABEC0037.WEC0018142,0.9852366,4.15407,Cluster 3
ME0/ABEC0037.WEC0018143,0.90125746,4.165363,Cluster 3
ME0/ABEC0037.WEC0018144,1.01592,4.156399,Cluster 3
ME0/ABEC0037.WEC0018145,1.0064125,4.22512,Cluster 3
ME0/ABEC0037.WEC0018146,1.1510437,4.1178646,Cluster 3
ME0/ABEC0037.WEC0018147,0.9777773,4.216926,Cluster 3
ME0/ABEC0037.WEC0018148,0.75655395,3.8582046,Cluster 3
ME0/ABEC0037.WEC0018149,0.9698706,4.0698347,Cluster 3
ME0/ABEC0037.WEC0018150,0.95918906,4.197744,Cluster 3
ME0/ABEC0037.WEC0018151,0.86521405,4.0096025,Cluster 3
ME0/ABEC0037.WEC0018152,0.69209975,4.1644764,Noise
ME0/ABEC0037.WEC0018154,1.2075592,4.020453,Cluster 3
ME0/ABEC0037.WEC0018155,0.8582698,4.105374,Cluster 3
ME0/ABEC0037.WEC0018156,0.89597005,3.9261496,Cluster 3
ME0/ABEC0037.WEC0018157,0.8389064,4.052415,Cluster 3
ME0/ABEC0037.WEC0018158,0.78304005,4.2036877,Cluster 3
ME0/ABEC0037.WEC0018160,0.5658925,4.038686,Noise
ME0/ABEC0037.WEC0018161,0.8421054,4.078747,Cluster 3
ME0/ABEC0037.WEC0018162,1.0193874,4.046269,Cluster 3
ME0/ABEC0037.WEC0018163,0.9380016,4.057606,Cluster 3
ME0/ABEC0037.WEC0018164,0.8149415,3.9418466,Cluster 3
ME0/ABEC0037.WEC0018165,0.8250892,3.9331176,Cluster 3
ME0/ABEC0037.WEC0018166,0.78686684,3.8817828,Cluster 3
ME0/ABEC0037.WEC0018167,0.8326761,3.848219,Cluster 3
ME0/ABEC0037.WEC0018171,0.72950953,3.9850168,Cluster 3
ME0/ABEC0037.WEC0018172,0.9820271,3.9052823,Cluster 3
ME0/ABEC0037.WEC0018173,0.7863147,3.9526317,Cluster 3
ME0/ABEC0037.WEC0018174,0.6193761,3.8616397,Noise
ME0/ABEC0037.WEC0018175,0.8243164,3.6978366,Cluster 3
ME0/ABEC0037.WEC0018176,0.8659705,3.9682612,Cluster 3
ME0/ABEC0037.WEC0018177,0.87873113,3.9918768,Cluster 3
ME0/ABEC0037.WEC0018178,0.5355331,3.8973715,Noise
ME0/ABEC0037.WEC0018179,0.8550528,3.925803,Cluster 3
ME0/ABEC0037.WEC0018180,0.78636783,3.8315928,Cluster 3
ME0/ABEC0037.WEC0018181,0.74615514,3.9349346,Cluster 3
ME0/ABEC0037.WEC0018182,0.8621453,3.918634,Cluster 3
ME0/ABEC0037.WEC0018183,0.8087558,3.7469928,Cluster 3
ME0/ABEC0037.WEC0018188,0.8740428,3.884137,Cluster 3
ME0/ABEC0037.WEC0018189,0.8573442,3.8263307,Cluster 3
ME0/ABEC0037.WEC0018190,0.6711017,3.7712328,Cluster 3
ME0/ABEC0037.WEC0018192,0.668903,3.662462,Cluster 3
ME0/ABEC0038.WEC0018193,0.70531034,3.7413557,Cluster 3
ME0/ABEC0038.WEC0018194,0.6204004,3.8139968,Noise
ME0/ABEC0038.WEC0018195,1.0075722,3.9070997,Cluster 3
ME0/ABEC0038.WEC0018196,1.0032372,3.6174726,Cluster 3
ME0/ABEC0038.WEC0018197,2.2257302,7.5544906,Cluster 1
ME0/ABEC0038.WEC0018198,0.99029124,3.7249017,Cluster 3
ME0/ABEC0038.WEC0018199,0.83642805,3.8179228,Cluster 3
ME0/ABEC0038.WEC0018200,0.7736211,3.7112236,Cluster 3
ME0/ABEC0038.WEC0018201,0.71787584,3.7820177,Cluster 3
ME0/ABEC0038.WEC0018202,0.78629994,3.7553627,Cluster 3
ME0/ABEC0038.WEC0018203,0.79562515,3.6862054,Cluster 3
ME0/ABEC0038.WEC0018204,0.9474141,3.9192405,Cluster 3
ME0/ABEC0038.WEC0018205,0.87987345,3.783564,Cluster 3
ME0/ABEC0038.WEC0018206,0.86468285,3.7114549,Cluster 3
ME0/ABEC0038.WEC0018207,0.89850956,3.7806468,Cluster 3
ME0/ABEC0038.WEC0018208,0.69938815,3.4201617,Noise
ME0/ABEC0038.WEC0018209,0.8207243,3.5803063,Cluster 3
ME0/ABEC0038.WEC0018210,1.0362918,3.583649,Cluster 3
ME0/ABEC0038.WEC0018211,1.1148473,3.5389984,Cluster 3
ME0/ABEC0038.WEC0018212,0.94937176,3.5085194,Cluster 3
ME0/ABEC0038.WEC0018213,1.0216986,3.759043,Cluster 3
ME0/ABEC0038.WEC0018214,2.1274784,7.6843905,Cluster 1
ME0/ABEC0038.WEC0018215,0.92077637,3.6578677,Cluster 3
ME0/ABEC0038.WEC0018216,1.0060124,3.6579468,Cluster 3
ME0/ABEC0038.WEC0018217,0.6623563,3.5788527,Cluster 3
ME0/ABEC0038.WEC0018218,0.90310544,3.6469493,Cluster 3
ME0/ABEC0038.WEC0018219,0.94508255,3.570409,Cluster 3
ME0/ABEC0038.WEC0018220,0.83804125,3.4812322,Cluster 3
ME0/ABEC0038.WEC0018221,0.85631734,3.691464,Cluster 3
ME0/ABEC0038.WEC0018222,0.6009466,3.5260842,Cluster 3
ME0/ABEC0038.WEC0018223,0.7977192,3.6127317,Cluster 3
ME0/ABEC0038.WEC0018224,0.6503476,3.4706113,Noise
ME0/ABEC0038.WEC0018225,0.8530658,3.5710504,Cluster 3
ME0/ABEC0038.WEC0018226,0.80421907,3.6352494,Cluster 3
ME0/ABEC0038.WEC0018227,0.72569436,3.506377,Cluster 3
ME0/ABEC0038.WEC0018228,0.8641836,3.4366808,Cluster 3
ME0/ABEC0038.WEC0018229,0.67718226,3.6247513,Cluster 3
ME0/ABEC0038.WEC0018230,0.7892717,3.538224,Cluster 3
ME0/ABEC0038.WEC0018231,1.0918115,3.6998427,Cluster 3
ME0/ABEC0038.WEC0018232,0.7766828,3.4746494,Cluster 3
ME0/ABEC0038.WEC0018233,0.45390013,3.3896515,Noise
ME0/ABEC0038.WEC0018234,0.913294,3.4131105,Cluster 3
ME0/ABEC0038.WEC0018235,0.59430265,3.4356275,Noise
ME0/ABEC0038.WEC0018236,0.8407697,3.4236367,Cluster 3
ME0/ABEC0038.WEC0018237,0.75097024,3.2744253,Cluster 3
ME0/ABEC0038.WEC0018238,0.7469074,3.3865247,Cluster 3
ME0/ABEC0038.WEC0018239,0.7723662,3.4510908,Cluster 3
ME0/ABEC0038.WEC0018240,0.783057,3.3400419,Cluster 3
ME0/ABEC0038.WEC0018241,0.8760159,3.3421588,Cluster 3
ME0/ABEC0038.WEC0018242,0.8485019,3.3818088,Cluster 3
ME0/ABEC0038.WEC0018243,0.80127275,3.283547,Cluster 3
ME0/ABEC0038.WEC0018244,0.8161644,3.309218,Cluster 3
ME0/ABEC0038.WEC0018245,0.72061735,3.3062513,Noise
ME0/ABEC0038.WEC0018246,0.7733049,3.3853445,Cluster 3
